Date,Open,High,Low,Close,Adj Close,Volume
2023-02-24,4263.379883,4280.140137,4171.930176,4178.819824,4178.819824,45709600
2023-02-27,4191.839844,4266.819824,4191.839844,4248.009766,4248.009766,30105000
2023-02-28,4238.459961,4268.660156,4222.229980,4238.379883,4238.379883,58920200
2023-03-01,4243.379883,4276.060059,4206.319824,4215.750000,4215.750000,36211100
2023-03-02,4204.799805,4241.390137,4178.649902,4240.589844,4240.589844,29375200
2023-03-03,4256.810059,4298.779785,4256.810059,4294.799805,4294.799805,30523400
2023-03-06,4306.649902,4324.270020,4295.689941,4313.779785,4313.779785,26310300
2023-03-07,4306.250000,4319.060059,4277.819824,4278.959961,4278.959961,30276900
2023-03-08,4272.370117,4298.950195,4264.229980,4288.450195,4288.450195,26861700
2023-03-09,4283.299805,4297.560059,4257.200195,4286.120117,4286.120117,28136700
2023-03-10,4256.430176,4256.430176,4190.979980,4229.529785,4229.529785,49660500
2023-03-13,4228.319824,4229.220215,4071.939941,4096.540039,4096.540039,78069300
2023-03-14,4104.569824,4189.080078,4088.580078,4179.470215,4179.470215,52292500
2023-03-15,4175.620117,4178.459961,4018.300049,4034.919922,4034.919922,81674100
2023-03-16,4060.409912,4135.000000,4021.449951,4116.979980,4116.979980,61731000
2023-03-17,4137.370117,4174.669922,4042.750000,4064.989990,4064.989990,91671600
2023-03-20,4054.699951,4136.189941,3980.939941,4119.419922,4119.419922,69870000
2023-03-21,4139.890137,4206.930176,4139.890137,4181.600098,4181.600098,49518700
2023-03-22,4174.899902,4212.810059,4167.120117,4195.700195,4195.700195,37398200
2023-03-23,4195.220215,4215.200195,4166.000000,4207.140137,4207.140137,34031200
2023-03-24,4193.160156,4193.160156,4093.159912,4130.620117,4130.620117,56567300
2023-03-27,4133.799805,4190.140137,4133.799805,4164.620117,4164.620117,34829300
2023-03-28,4169.529785,4205.350098,4157.109863,4168.209961,4168.209961,30414100
2023-03-29,4168.609863,4233.589844,4168.609863,4231.270020,4231.270020,33769300
2023-03-30,4232.589844,4295.319824,4232.589844,4285.419922,4285.419922,29622300
2023-03-31,4285.839844,4325.339844,4278.310059,4315.049805,4315.049805,36312200
2023-04-03,4312.990234,4329.290039,4304.890137,4311.049805,4311.049805,29102200
2023-04-04,4312.149902,4346.950195,4311.020020,4315.319824,4315.319824,28187400
2023-04-05,4316.290039,4320.830078,4286.209961,4298.359863,4298.359863,29791800
2023-04-06,4295.549805,4313.740234,4293.850098,4309.450195,4309.450195,28509400
2023-04-11,4312.660156,4343.919922,4312.660156,4333.290039,4333.290039,30115400
2023-04-12,4332.330078,4374.229980,4323.669922,4334.029785,4334.029785,30179800
2023-04-13,4334.669922,4363.609863,4334.669922,4363.240234,4363.240234,28715800
2023-04-14,4364.089844,4397.580078,4363.310059,4390.750000,4390.750000,35527500
2023-04-17,4392.399902,4401.970215,4366.220215,4367.609863,4367.609863,26853800
2023-04-18,4367.620117,4407.740234,4367.620117,4393.950195,4393.950195,26674700
2023-04-19,4393.459961,4397.160156,4373.189941,4393.569824,4393.569824,25026300
2023-04-20,4391.919922,4400.609863,4365.910156,4384.859863,4384.859863,35898700
2023-04-21,4382.060059,4408.589844,4367.560059,4408.589844,4408.589844,39170700
2023-04-24,4398.509766,4411.669922,4387.640137,4401.799805,4401.799805,24129600
2023-04-25,4393.229980,4393.229980,4363.979980,4377.850098,4377.850098,30709500
2023-04-26,4373.209961,4373.209961,4324.430176,4347.709961,4347.709961,35478500
2023-04-27,4345.040039,4368.950195,4327.979980,4358.049805,4358.049805,27109300
2023-04-28,4353.919922,4376.299805,4305.629883,4359.310059,4359.310059,39594900
2023-05-02,4353.410156,4372.660156,4291.660156,4294.850098,4294.850098,33749900
2023-05-03,4303.529785,4329.029785,4303.529785,4310.180176,4310.180176,27493200
2023-05-04,4280.660156,4302.040039,4264.410156,4287.029785,4287.029785,31081600
2023-05-05,4280.919922,4340.479980,4280.919922,4340.430176,4340.430176,31872600
2023-05-08,4335.220215,4355.410156,4334.129883,4348.649902,4348.649902,19641400
2023-05-09,4344.419922,4344.419922,4305.310059,4323.089844,4323.089844,22737200
2023-05-10,4322.649902,4332.290039,4293.209961,4306.759766,4306.759766,27260600
2023-05-11,4303.979980,4341.589844,4281.689941,4309.750000,4309.750000,29579200
2023-05-12,4304.069824,4344.319824,4304.069824,4317.879883,4317.879883,24686000
2023-05-15,4315.850098,4338.140137,4302.759766,4316.410156,4316.410156,20446600
2023-05-16,4313.120117,4328.779785,4298.310059,4315.509766,4315.509766,22335700
2023-05-17,4313.250000,4332.080078,4293.569824,4323.229980,4323.229980,22868700
2023-05-19,4368.240234,4412.879883,4368.240234,4395.299805,4395.299805,32140900
2023-05-22,4384.990234,4394.939941,4372.930176,4385.629883,4385.629883,23962900
2023-05-23,4382.990234,4383.450195,4342.379883,4342.379883,4342.379883,18704900
2023-05-24,4339.500000,4339.500000,4250.259766,4263.740234,4263.740234,34158400
2023-05-25,4264.009766,4284.959961,4251.290039,4269.640137,4269.640137,28415900
2023-05-26,4272.850098,4346.200195,4260.810059,4337.500000,4337.500000,26474000
2023-05-30,4314.959961,4338.709961,4284.109863,4291.580078,4291.580078,26288500
2023-05-31,4289.100098,4289.100098,4210.689941,4218.040039,4218.040039,97322500
2023-06-01,4222.560059,4271.370117,4222.560059,4257.609863,4257.609863,26943900
2023-06-02,4259.640137,4327.569824,4259.640137,4323.520020,4323.520020,29365400
2023-06-05,4324.100098,4333.180176,4287.140137,4293.240234,4293.240234,23336500
2023-06-06,4292.770020,4299.000000,4275.439941,4295.220215,4295.220215,22402900
2023-06-07,4294.500000,4305.250000,4273.279785,4291.910156,4291.910156,24080000
2023-06-08,4284.089844,4305.899902,4276.359863,4297.680176,4297.680176,25602300
2023-06-09,4298.479980,4307.419922,4275.089844,4289.790039,4289.790039,20244800
2023-06-12,4291.040039,4332.970215,4291.040039,4316.490234,4316.490234,21540000
2023-06-13,4317.750000,4352.009766,4316.520020,4347.549805,4347.549805,25599500
2023-06-14,4346.520020,4385.839844,4343.549805,4375.979980,4375.979980,31344800
2023-06-15,4373.580078,4373.580078,4333.640137,4365.120117,4365.120117,25489800
2023-06-16,4365.740234,4410.200195,4363.959961,4394.819824,4394.819824,75504300
2023-06-19,4392.169922,4392.169922,4356.509766,4362.379883,4362.379883,22395700
2023-06-20,4361.500000,4365.229980,4338.350098,4343.140137,4343.140137,24006500
2023-06-21,4339.470215,4350.100098,4316.470215,4322.750000,4322.750000,25127500
2023-06-22,4304.020020,4304.589844,4261.339844,4304.470215,4304.470215,25390500
2023-06-23,4296.750000,4296.750000,4253.149902,4271.609863,4271.609863,28404300
2023-06-26,4272.100098,4294.160156,4238.069824,4280.569824,4280.569824,23755200
2023-06-27,4286.180176,4311.120117,4272.270020,4305.259766,4305.259766,23665500
2023-06-28,4313.040039,4349.390137,4313.040039,4344.750000,4344.750000,24695700
2023-06-29,4345.229980,4371.600098,4341.640137,4354.689941,4354.689941,24417400
2023-06-30,4354.950195,4409.500000,4346.399902,4399.089844,4399.089844,39197800
2023-07-03,4401.029785,4420.009766,4397.759766,4398.149902,4398.149902,24607100
2023-07-04,4398.049805,4412.540039,4389.520020,4390.990234,4390.990234,18592200
2023-07-05,4388.299805,4388.299805,4342.870117,4350.709961,4350.709961,24348900
2023-07-06,4349.299805,4349.299805,4213.810059,4223.089844,4223.089844,35240600
2023-07-07,4222.729980,4257.990234,4197.970215,4236.600098,4236.600098,24779800
2023-07-10,4235.350098,4272.490234,4217.750000,4256.509766,4256.509766,17025200
2023-07-11,4257.899902,4301.229980,4257.899902,4286.560059,4286.560059,18458500
2023-07-12,4289.009766,4367.439941,4289.009766,4360.459961,4360.459961,30453000
2023-07-13,4361.160156,4410.279785,4361.160156,4391.759766,4391.759766,27774800
2023-07-14,4389.930176,4411.180176,4388.759766,4400.109863,4400.109863,28865100
2023-07-17,4397.330078,4397.330078,4342.540039,4356.790039,4356.790039,18521300
2023-07-18,4354.620117,4374.629883,4345.160156,4369.729980,4369.729980,20708700
2023-07-19,4370.910156,4404.589844,4362.089844,4362.279785,4362.279785,25254500
2023-07-20,4360.919922,4376.580078,4340.689941,4373.729980,4373.729980,27574900
2023-07-21,4374.069824,4391.410156,4355.279785,4391.410156,4391.410156,26761900
2023-07-24,4386.870117,4386.870117,4364.259766,4383.029785,4383.029785,19924300
2023-07-25,4382.490234,4399.500000,4374.129883,4391.299805,4391.299805,18477800
2023-07-26,4390.959961,4390.959961,4312.069824,4346.149902,4346.149902,32513000
2023-07-27,4347.180176,4448.959961,4347.180176,4447.439941,4447.439941,38245800
2023-07-28,4448.600098,4476.040039,4423.640137,4466.500000,4466.500000,41694700
2023-07-31,4466.410156,4491.509766,4458.370117,4471.310059,4471.310059,30435800
2023-08-02,4403.040039,4403.040039,4329.910156,4336.500000,4336.500000,31188400
2023-08-03,4335.140137,4335.140137,4279.049805,4304.629883,4304.629883,28069400
2023-08-04,4306.069824,4336.649902,4288.799805,4332.910156,4332.910156,25844500
2023-08-07,4330.229980,4341.109863,4304.129883,4337.500000,4337.500000,18241300
2023-08-08,4329.470215,4330.220215,4259.839844,4288.850098,4288.850098,58697200
2023-08-09,4289.020020,4354.970215,4289.020020,4317.330078,4317.330078,34469100
2023-08-10,4320.919922,4402.089844,4320.919922,4384.040039,4384.040039,29363000
2023-08-11,4381.720215,4381.720215,4311.109863,4321.330078,4321.330078,21770200
2023-08-14,4318.709961,4343.890137,4306.259766,4330.229980,4330.229980,16990700
2023-08-15,4334.069824,4336.720215,4269.859863,4288.569824,4288.569824,23268200
2023-08-16,4284.569824,4304.089844,4268.850098,4284.270020,4284.270020,18498000
2023-08-17,4281.569824,4281.569824,4224.779785,4227.830078,4227.830078,22270100
2023-08-18,4224.450195,4224.450195,4175.370117,4212.950195,4212.950195,23253500
2023-08-21,4212.600098,4262.169922,4212.600098,4224.870117,4224.870117,20937300
2023-08-22,4226.100098,4291.810059,4226.100098,4260.370117,4260.370117,19604800
2023-08-23,4260.970215,4294.290039,4248.819824,4266.669922,4266.669922,20544100
2023-08-24,4278.109863,4322.080078,4229.669922,4232.220215,4232.220215,22628100
2023-08-25,4230.819824,4269.520020,4219.990234,4236.250000,4236.250000,18675600
2023-08-28,4245.600098,4299.169922,4245.600098,4293.689941,4293.689941,19004900
2023-08-29,4297.620117,4329.290039,4291.350098,4326.470215,4326.470215,22557700
2023-08-30,4326.549805,4340.830078,4294.620117,4315.310059,4315.310059,21390900
2023-08-31,4316.160156,4336.740234,4297.109863,4297.109863,4297.109863,44880800
2023-09-01,4296.310059,4319.990234,4282.359863,4282.640137,4282.640137,23648700
2023-09-04,4286.600098,4323.310059,4272.060059,4279.870117,4279.870117,13821400
2023-09-05,4275.919922,4286.770020,4234.790039,4269.160156,4269.160156,19961600
2023-09-06,4265.540039,4265.540039,4224.350098,4238.259766,4238.259766,27595200
2023-09-07,4235.740234,4252.830078,4209.979980,4221.020020,4221.020020,23792100
2023-09-08,4224.129883,4244.410156,4179.970215,4237.189941,4237.189941,23027300
2023-09-11,4241.430176,4278.959961,4241.430176,4254.330078,4254.330078,27643500
2023-09-12,4258.700195,4264.500000,4230.640137,4242.270020,4242.270020,25763700
2023-09-13,4236.919922,4238.689941,4198.990234,4223.479980,4223.479980,24763800
2023-09-14,4223.399902,4288.229980,4205.680176,4279.750000,4279.750000,39852400
2023-09-15,4287.649902,4326.899902,4287.649902,4295.049805,4295.049805,68337300
2023-09-18,4291.080078,4291.080078,4234.729980,4245.879883,4245.879883,23664700
2023-09-19,4245.390137,4264.140137,4230.330078,4242.700195,4242.700195,19670300
2023-09-20,4242.410156,4286.529785,4241.569824,4275.979980,4275.979980,33987400
2023-09-21,4271.100098,4271.100098,4200.720215,4212.589844,4212.589844,29527400
2023-09-22,4211.040039,4218.689941,4178.439941,4207.160156,4207.160156,27408500
2023-09-25,4204.220215,4213.229980,4144.709961,4167.370117,4167.370117,23905300
2023-09-26,4165.029785,4165.029785,4114.970215,4129.180176,4129.180176,25884300
2023-09-27,4129.910156,4153.430176,4121.310059,4131.680176,4131.680176,21446100
2023-09-28,4131.439941,4161.589844,4106.479980,4161.560059,4161.560059,27903400
2023-09-29,4171.330078,4215.279785,4171.330078,4174.660156,4174.660156,27198900
2023-10-02,4181.620117,4204.169922,4119.450195,4137.629883,4137.629883,25582100
2023-10-03,4124.979980,4146.470215,4091.000000,4095.590088,4095.590088,29719600
2023-10-04,4084.780029,4126.600098,4061.939941,4099.850098,4099.850098,30296300
2023-10-05,4104.169922,4122.520020,4092.030029,4099.810059,4099.810059,21890900
2023-10-06,4106.160156,4144.660156,4094.010010,4144.430176,4144.430176,26042400
2023-10-09,4139.509766,4139.509766,4097.939941,4112.569824,4112.569824,24824600
2023-10-10,4118.459961,4208.430176,4118.459961,4205.229980,4205.229980,26945500
2023-10-11,4203.839844,4217.000000,4172.910156,4200.799805,4200.799805,25125600
2023-10-12,4202.790039,4234.490234,4193.979980,4198.229980,4198.229980,28124600
2023-10-13,4197.299805,4198.100098,4133.129883,4136.120117,4136.120117,29475800
2023-10-16,4137.069824,4163.399902,4110.830078,4149.859863,4149.859863,22046300
2023-10-17,4148.089844,4163.100098,4111.520020,4152.319824,4152.319824,19074800
2023-10-18,4152.529785,4161.500000,4099.899902,4105.859863,4105.859863,22690500
2023-10-19,4104.790039,4109.810059,4069.290039,4090.330078,4090.330078,31261500
2023-10-20,4077.439941,4077.439941,4024.679932,4024.679932,4024.679932,37662200
