KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y2M,2023-10-20,2.8444636862,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y3M,2023-10-20,2.8473141501,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y4M,2023-10-20,2.8502036306,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y5M,2023-10-20,2.8531289178,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y6M,2023-10-20,2.856086956,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y7M,2023-10-20,2.8590748363,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 7-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y8M,2023-10-20,2.8620897889,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_7Y9M,2023-10-20,2.8651291764,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 7-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 7-year 9-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8M,2023-10-20,3.6115138078,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y,2023-10-20,2.8743694199,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y10M,2023-10-20,2.9058685942,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y11M,2023-10-20,2.9090334568,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 11-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y1M,2023-10-20,2.8774825924,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 1-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y2M,2023-10-20,2.8806087767,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y3M,2023-10-20,2.883746002,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y4M,2023-10-20,2.8868923902,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y5M,2023-10-20,2.8900461517,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y6M,2023-10-20,2.893205581,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y7M,2023-10-20,2.8963690529,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 7-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y8M,2023-10-20,2.8995350183,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_8Y9M,2023-10-20,2.9027020011,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 8-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 8-year 9-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9M,2023-10-20,3.5788656595,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-month maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-month maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y,2023-10-20,2.912195311,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y10M,2023-10-20,2.9434068842,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y11M,2023-10-20,2.946466681,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 11-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y1M,2023-10-20,2.9153529389,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 1-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y2M,2023-10-20,2.9185051802,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y3M,2023-10-20,2.9216509289,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y4M,2023-10-20,2.9247891315,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y5M,2023-10-20,2.9279187843,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y6M,2023-10-20,2.931038931,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y7M,2023-10-20,2.9341486611,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 7-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y8M,2023-10-20,2.9372471072,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_9Y9M,2023-10-20,2.9403334436,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 9-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 9-year 9-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU1,B,U2,EUR,4F,G_N_A,SV_C_YM,TAU1,2023-10-20,0.6774922404,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Tau 1 - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Tau 1 - provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU2,B,U2,EUR,4F,G_N_A,SV_C_YM,TAU2,2023-10-20,13.6203908706,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Tau 2 - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Tau 2 - provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.BETA0,B,U2,EUR,4F,G_N_C,SV_C_YM,BETA0,2023-10-20,1.9234787037,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 0 - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 0 - provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.BETA1,B,U2,EUR,4F,G_N_C,SV_C_YM,BETA1,2023-10-20,1.9050538686,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 1 - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 1 - provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.BETA2,B,U2,EUR,4F,G_N_C,SV_C_YM,BETA2,2023-10-20,1.7252621018,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 2 - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 2 - provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.BETA3,B,U2,EUR,4F,G_N_C,SV_C_YM,BETA3,2023-10-20,6.8170341455,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve parameters, Beta 3 - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve parameters, Beta 3 - provided by ECB",PURE_NUMB,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10M,2023-10-20,3.4525448645,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y,2023-10-20,4.3628879402,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y10M,2023-10-20,4.3992743688,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y11M,2023-10-20,4.4020965286,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 11-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y1M,2023-10-20,4.3672218747,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 1-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y2M,2023-10-20,4.371396352,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y3M,2023-10-20,4.3754132575,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y4M,2023-10-20,4.3792744594,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y5M,2023-10-20,4.3829818088,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y6M,2023-10-20,4.3865371398,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.IF_10Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,IF_10Y7M,2023-10-20,4.3899422693,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve instantaneous forward rate, 10-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve instantaneous forward rate, 10-year 7-month residual maturity - provided by ECB",PCPA,0
